Disease,Protein
D212350,P25445
D212350,P53674
D212350,Q8WUU5
D212350,P18509
D212350,P15056
D212350,Q969Q1
D212350,P56539
D212350,Q02750
D212350,Q9H902
D212350,Q3LXA3
D212350,P55344
D212350,P05231
D212350,Q99697
D212350,Q9ULV5
D212350,Q9BR39
D212350,P07902
D212350,Q02487
D212350,Q53H12
D212350,P30518
D212350,Q16585
D212350,P05556
D212350,P01019
D212350,P01189
D212350,P51570
D212350,Q03181
D212350,P35609
D212350,P48023
D212350,P08670
D212350,P16860
D212350,P01112
D212350,P04049
D212350,P11712
D212350,P10253
D212350,Q9BTV4
D212350,Q15119
D212350,P01116
D212350,P01111
D212350,P10809
D212350,P05305
D212350,P00338
D212350,P01584
D212350,P68032
D215140,P48764
D215140,P52564
D215140,P05231
D215140,P35354
D215140,P42226
D215140,P20809
D215140,P01375
D215140,P01189
D215140,P20366
D215140,P04040
D215140,P10145
D215140,P12272
D215140,Q14739
D215140,P01042
D215140,Q14790
D215140,P01308
D215140,Q9BXJ7
D215140,P42574
D215140,P02647
D215140,Q9UBY0
D215140,P01178
D215140,P55211
D215140,P06881
D215140,P01282
D215140,P00390
D215140,P19634
D215470,Q9Y4W6
D215470,O43424
D215470,P29371
D215470,Q69YN2
D215470,Q96KG9
D215470,P05093
D215470,P01229
D215470,O15265
D215470,P11511
D215470,Q9NW15
D215470,Q9BZD2
D215470,Q12948
D215470,Q13507
D215470,P05129
D215470,P51843
D215470,O00567
D215470,Q99684
D215470,Q9NYP7
D215470,O95932
D215470,Q96I25
D215470,P08473
D215470,Q92622
D215470,Q9NZC7
D215470,P0C7T5
D215470,Q00005
D215470,Q9Y5W7
D215470,P41159
D215470,Q8NB59
D215470,P54253
D215470,P01236
D215470,P30968
D215470,Q9UHF0
D215470,Q9GZZ9
D215470,O95551
D215470,P0DN86
D215470,P01225
D215470,Q9UNE7
D215470,P41091
D215470,P01148
D218200,P06276
D218200,P00750
D218800,P22309
D219700,P12318
D219700,P51170
D219700,Q14CN2
D219700,P01137
D219700,P37088
D219700,P51168
D219700,P19438
D219700,P17813
D219700,Q16623
D219700,Q9UJW0
D219750,O60931
D219800,O60931
D222100,P01920
D222100,P00738
D222100,P49279
D222100,P40763
D222100,Q9BZD2
D222100,P08172
D222100,Q9BXI9
D222100,Q9NSA1
D222100,Q9UHD0
D222100,P05231
D222100,P02741
D222100,P01911
D222100,P22301
D222100,P78556
D222100,Q9Y2R2
D222100,P01589
D222100,P01375
D222100,P09668
D222100,P01579
D222100,Q04759
D222100,P04040
D222100,Q07108
D222100,Q8NEV9
D222100,O95831
D222100,Q6UXS9
D222100,Q9UQQ2
D222100,Q9BYV9
D222100,P01308
D222100,P05019
D222100,P80365
D222100,Q9BZS1
D222100,Q8NEA6
D222100,P01909
D222100,Q14654
D222100,P20823
D222100,Q9NYY1
D222100,P35638
D223350,P19544
D223350,P10275
D223350,P05230
D223350,P00738
D223350,P40763
D223350,Q92560
D223350,Q13490
D223350,Q92934
D223350,Q00597
D223350,Q9HB96
D223350,P11308
D223350,P50591
D223350,P78395
D223350,P60484
D223350,O15519
D223350,P24385
D223350,Q9NYA1
D223350,P60568
D223350,Q13489
D223350,P03372
D223350,P49917
D223350,O43315
D223350,P53350
D223350,O15287
D223350,Q8N726
D223350,Q8WUF5
D223350,Q05513
D223350,P09488
D223350,Q99062
D223350,O60506
D223350,Q9NX09
D223350,Q08050
D223350,Q9NPI8
D223350,P14222
D223350,Q06124
D223350,Q9NY59
D223350,P01111
D223350,P15056
D223350,P78417
D223350,P16455
D225740,P18847
D225740,P19404
D225740,P49773
D225740,Q15327
D225740,Q99959
D225740,P07550
D225740,P35354
D225740,O43819
D225740,Q9UGJ0
D225740,O76082
D225740,Q00266
D225740,P09874
D225740,P04179
D225740,P00395
D225740,P04040
D225740,P11217
D225740,O60603
D225740,P31749
D225740,P01185
D225740,P01308
D225740,P50461
D225740,P06858
D225740,Q9BUB7
D225740,P78380
D225740,P28482
D225740,Q13522
D225740,P45379
D225740,Q9UBF9
D225740,O75306
D225740,P05089
D225740,P02511
D225740,Q92963
D225740,P50993
D225740,P43005
D225740,O95264
D225740,P08590
D225740,P19429
D225740,O75072
D225740,Q9Y4J8
D225740,P07101
D225740,P26678
D225740,Q16539
D225740,P25098
D225740,Q0ZGT2
D225740,Q9H4E5
D225740,P13473
D225740,Q04917
D225740,P04818
D225740,Q9NPC6
D225740,Q8IZQ8
D225740,O00584
D225740,Q06210
D225740,P50402
D225740,O15273
D225740,O95630
D225740,P23109
D225740,P54646
D225740,P10636
D225740,Q02156
D225740,Q15759
D225740,P17661
D225740,P30411
D225740,Q7Z4I7
D225740,P23786
D225740,P01137
D225740,P05067
D225740,P01588
D225740,Q06124
D225740,P07858
D225740,P16152
D225740,Q92629
D225740,P14210
D225740,P02768
D225740,P49768
D225740,P61604
D225740,P01583
D225740,P40763
D225740,P63316
D225740,O75112
D225740,P41181
D225740,P36507
D225740,Q16635
D225740,P00480
D225740,P04035
D225740,P14923
D225740,P05112
D225740,P09919
D225740,P34969
D225740,P10916
D225740,P40225
D225740,P06280
D225740,O76041
D225740,P01375
D225740,O14958
D225740,P01579
D225740,A4D126
D225740,Q07869
D225740,P48788
D225740,P29274
D225740,P27361
D225740,P05413
D225740,P09493
D225740,Q9Y345
D225740,O75880
D225740,P05164
D225740,Q13485
D225740,O75390
D225740,Q13702
D225740,Q53GG5
D225740,P02766
D225740,Q15078
D225740,Q9Y6L6
D225740,P25445
D225740,Q8WUU5
D225740,P18509
D225740,P15056
D225740,Q969Q1
D225740,P56539
D225740,Q02750
D225740,Q9H902
D225740,P05231
D225740,O43526
D225740,P01574
D225740,Q9BR39
D225740,Q02487
D225740,Q9NSU2
D225740,P30518
D225740,P21397
D225740,Q16585
D225740,P05556
D225740,P01019
D225740,Q9BPX6
D225740,Q8WU10
D225740,P01189
D225740,Q03181
D225740,P35609
D225740,P48023
D225740,P16860
D225740,P01112
D225740,P04049
D225740,P11712
D225740,P10253
D225740,Q9BTV4
D225740,Q15119
D225740,P01116
D225740,P11509
D225740,O15527
D225740,P01111
D225740,P10809
D225740,P05305
D225740,P00338
D225740,P01584
D225740,P68032
D225755,P01241
D225755,O43526
D225755,P01574
D225755,P00480
D225755,P04818
D225755,Q9NSU2
D225755,O00584
D225755,Q02643
D225755,Q00266
D225755,O95630
D225755,P01579
D225755,P28069
D225755,Q9Y345
D225755,O75880
D225755,P05164
D225755,Q15078
D225755,P01137
D225755,P50993
D225755,P05067
D225755,P43005
D225755,Q96LT9
D225755,P11509
D225755,O15527
D225755,P07101
D225755,P02768
D226150,P22301
D227300,P49257
D227300,P00740
D227300,Q8NI22
D230450,P11413
D230450,Q9BQI3
D230450,P48506
D230450,P02730
D230450,P06744
D230450,P01563
D230450,P01588
D230450,Q9BY32
D230450,P09601
D230450,P00390
D230450,P60174
D230800,Q14108
D230800,Q13231
D230800,P04062
D230800,P37840
D230900,Q13231
D230900,P04062
D230900,P37840
D231000,Q13231
D231000,P04062
D231000,P37840
D231090,Q587J8
D231090,Q8N6T0
D231090,Q8WX94
D231090,Q01860
D231200,P13224
D231200,P07359
D231200,P14770
D231900,P11413
D231900,Q9BQI3
D231900,P48506
D231900,P02730
D231900,P06744
D231900,P01563
D231900,P48637
D231900,P01588
D231900,Q9BY32
D231900,P09601
D231900,P00390
D231900,P60174
D233100,P31639
D233810,P40189
D233810,P08887
D233810,P10827
D233810,P08571
D236000,P17677
D236000,P09211
D236000,Q8IZ57
D236000,Q04864
D236000,P28908
D236000,P21580
D236000,P13995
D236000,P09919
D236000,Q08881
D236000,P25963
D236000,O15519
D236000,Q8IXV7
D236000,P24941
D236000,P22466
D236000,P22309
D236000,P01563
D236000,Q9NZQ7
D236000,P23771
D236000,P18031
D236000,O15524
D237450,Q9NPD5
D237450,Q9Y6L6
D239350,P01213
D239350,P41145
D239350,P06276
D239350,O95202
D239350,P30874
D239350,P42262
D239350,P30532
D239350,Q13620
D239350,P35354
D239350,P48735
D239350,O60741
D239350,Q9BYC5
D239350,P61278
D239350,P04062
D239350,Q9Y664
D239350,Q9H078
D239350,P04179
D239350,P20396
D239350,P04040
D239350,P27695
D239350,O75352
D239350,P01185
D239350,Q8TEA7
D239350,Q9Y320
D239350,P32297
D239350,P13716
D239350,P01308
D239350,P19021
D239350,Q9BUB7
D239350,P22303
D239350,Q8WW01
D239350,P35462
D239350,P67775
D239350,P24752
D239350,O60462
D239350,Q14435
D239350,P43005
D239350,Q9UEF7
D239350,Q8N573
D239350,Q9NXG6
D239350,Q96CW1
D239350,O75072
D239350,P16278
D239350,P14136
D239350,O94805
D239350,Q9UBU3
D239350,P17900
D239350,P29218
D239350,P80404
D239350,O00519
D239350,P63027
D239350,O14684
D239350,Q99720
D239350,P04066
D239350,Q9Y6M5
D239350,Q15046
D239350,P36544
D239350,O43390
D239350,P23975
D239350,P15328
D239350,P30793
D239350,P57054
D239350,P20472
D239350,Q92521
D239350,P28329
D239350,P49336
D239350,P10909
D239350,P23560
D239350,P25713
D239350,O00548
D239350,Q9C0E8
D239350,Q99447
D239350,P54803
D239350,P0DJ07
D239350,P16389
D239350,P07954
D239350,Q9UKA2
D239350,Q9H8M5
D239350,P05067
D239350,O43567
D239350,Q9P2U7
D239350,Q7LG56
D239350,P17252
D239350,Q96L92
D239350,P55316
D239350,Q9H7Z6
D239350,P06307
D239350,P37268
D239350,P62873
D239350,Q9C0D0
D239350,Q96BT7
D239350,P68400
D239350,P14416
D239350,Q9BVA0
D239350,P35368
D239350,Q86YT6
D239350,Q9Y296
D239350,P01138
D239350,P78382
D239350,Q9BYZ6
D239350,Q05655
D239350,Q7L5A8
D239350,Q8IYU2
D239350,P11229
D239350,Q9NWB1
D239350,P15884
D239350,P21728
D239350,P49366
D239350,Q8TAC9
D239350,P32418
D239350,Q9NY65
D239350,O76039
D239350,P29274
D239350,P42898
D239350,P23378
D239350,Q9H9S5
D239350,Q9H3S5
D239350,Q86VP3
D239350,Q9NYG8
D239350,O94777
D239350,P46459
D239350,P11166
D239350,Q8TBJ4
D239350,P08908
D239350,P01178
D239350,Q96BZ9
D239350,P41159
D239350,P43681
D239350,Q9Y2I8
D239350,Q14654
D239350,P28222
D239350,P43897
D239350,P15104
D239350,P18509
D239350,Q9BZR9
D239350,P06850
D239350,P00505
D239350,P21554
D239350,Q9Y5Q9
D239350,P05108
D239350,P08138
D239350,O15121
D239350,Q9BX10
D239350,Q16851
D239350,P11233
D239350,P51608
D239350,O00303
D239350,Q9Y587
D239350,P05231
D239350,O43526
D239350,P01574
D239350,Q9Y289
D239350,P30926
D239350,Q05329
D239350,Q9H490
D239350,P02649
D239350,P11182
D239350,P16520
D239350,P35372
D239350,Q9NSU2
D239350,P39086
D239350,P51688
D239350,P07686
D239350,P54136
D239350,P01100
D239350,P57103
D239350,P48449
D239350,P01019
D239350,P01189
D239350,Q96CW9
D239350,P31644
D239350,P01270
D239350,P17050
D239350,Q92777
D239350,Q96T60
D239350,Q02318
D239350,Q14353
D239350,P01303
D239350,P05186
D239350,Q96I59
D239350,Q9NX46
D239350,Q9Y3Z3
D239350,Q9GZV9
D239350,P30531
D239350,P01584
D239350,P09038
D240200,O43918
D240200,P51843
D241519,O75469
D241519,Q06495
D241519,P11362
D242100,O75342
D246300,P49279
D246300,Q5VWK5
D246300,Q15399
D246300,P01374
D246300,Q13637
D246300,Q9NR55
D246300,O60603
D246400,P15056
D246470,P10275
D246470,P08833
D246470,P05230
D246470,P40692
D246470,P06746
D246470,P78549
D246470,P49736
D246470,Q9H3D4
D246470,Q13490
D246470,Q7Z4G4
D246470,P27338
D246470,P35354
D246470,P12004
D246470,P16070
D246470,P05362
D246470,P46734
D246470,O43174
D246470,Q13002
D246470,Q9NYA1
D246470,P04179
D246470,Q9NQB0
D246470,P60568
D246470,Q01995
D246470,P31749
D246470,P49917
D246470,Q9Y2T1
D246470,P30837
D246470,P06858
D246470,P01344
D246470,O60506
D246470,Q9NX09
D246470,O96017
D246470,P02511
D246470,Q9NPI8
D246470,Q14332
D246470,P11172
D246470,P06702
D246470,Q99929
D246470,P37173
D246470,Q13489
D246470,P19838
D246470,P19544
D246470,P17677
D246470,P54868
D246470,P52564
D246470,P53985
D246470,Q9H4E5
D246470,Q00597
D246470,Q9UHV2
D246470,P67809
D246470,O95936
D246470,Q9HB96
D246470,P04818
D246470,P31513
D246470,P54652
D246470,P78556
D246470,P60484
D246470,O15392
D246470,P35222
D246470,P15328
D246470,Q9Y620
D246470,P24385
D246470,O60341
D246470,Q8N695
D246470,P04637
D246470,O75365
D246470,P06732
D246470,Q9NPH5
D246470,P01350
D246470,Q969K3
D246470,P50225
D246470,Q8WUF5
D246470,Q05513
D246470,P62736
D246470,O60565
D246470,O95980
D246470,O60260
D246470,P30279
D246470,P39900
D246470,Q06124
D246470,Q9NY59
D246470,P09467
D246470,P37231
D246470,P78417
D246470,Q9NPD5
D246470,P16152
D246470,Q01523
D246470,P16455
D246470,P09237
D246470,P00738
D246470,P40763
D246470,Q92560
D246470,Q9UN36
D246470,Q99626
D246470,Q05209
D246470,Q96B97
D246470,Q9UKL0
D246470,Q92934
D246470,P63267
D246470,P36952
D246470,P09917
D246470,P23508
D246470,Q16819
D246470,P04792
D246470,P11308
D246470,P50591
D246470,P78395
D246470,Q02535
D246470,P06753
D246470,P01375
D246470,Q04206
D246470,Q9Y242
D246470,P01579
D246470,Q96GV9
D246470,Q9Y5S8
D246470,P42898
D246470,O43315
D246470,Q07011
D246470,P53350
D246470,P14780
D246470,P24001
D246470,O15287
D246470,P02788
D246470,P11166
D246470,P09488
D246470,Q99062
D246470,P02766
D246470,P19971
D246470,P01178
D246470,O15245
D246470,P41159
D246470,P18510
D246470,Q08050
D246470,P09486
D246470,O75473
D246470,P15056
D246470,P01275
D246470,Q13347
D246470,P51946
D246470,P01106
D246470,Q9UJU2
D246470,P02750
D246470,O00220
D246470,Q14457
D246470,P02778
D246470,P41440
D246470,Q14469
D246470,P26447
D246470,O75342
D246470,O15519
D246470,P46439
D246470,P15692
D246470,P03372
D246470,Q9UIF7
D246470,Q07812
D246470,P12931
D246470,P48539
D246470,Q8N726
D246470,P10415
D246470,O43490
D246470,P61244
D246470,Q02108
D246470,Q14624
D246470,P38936
D246470,P14222
D246470,P01116
D246470,P05412
D246470,P01111
D246470,Q6GPH4
D246470,Q16611
D246470,P01584
D246470,P11926
D247640,P62873
D247640,P07099
D247640,P15559
D247640,Q86VZ1
D247640,Q16678
D247640,P49902
D247640,P12018
D247640,Q9GZX7
D247640,P10632
D247640,P41440
D247640,Q9UKS7
D247640,O60934
D247640,Q9UBK8
D247640,P41212
D247640,P17542
D247640,Q9UKT9
D247640,P11308
D247640,P27540
D247640,Q9HC73
D247640,Q16559
D247640,Q9NWQ8
D247640,Q9NUX5
D247640,Q01196
D247640,P15923
D247640,Q00534
D247640,P05181
D247640,P36888
D247640,Q15744
D247640,Q05932
D247640,P04637
D247640,Q9GZV8
D247640,P49917
D247640,P42898
D247640,Q969H0
D247640,P16871
D247640,Q9UBX2
D247640,Q9UQQ2
D247640,Q14790
D247640,Q02548
D247640,Q8N726
D247640,Q13422
D247640,P18887
D247640,Q96KA5
D247640,P05177
D247640,P12980
D247640,O75874
D247640,Q16534
D247640,P08631
D247640,Q8WWN9
D247640,P06400
D247640,P11245
D247640,P09016
D249100,O15553
D250790,P00387
D250790,P00167
D250790,P68871
D250790,P05177
D250790,P69905
D252320,Q9NXG6
D252320,P32297
D252320,Q15661
D254200,P01889
D254200,O15146
D254200,P25445
D254200,P00751
D254200,P04440
D254200,P01189
D254400,P20333
D254400,P16410
D254400,P10747
D254500,Q9UIG4
D254500,Q96SW2
D254500,P07099
D254500,P15559
D254500,P42081
D254500,Q07820
D254500,Q07817
D254500,P22607
D254500,P05231
D254500,P09919
D254500,O60285
D254500,P15056
D254500,P04792
D254500,P78395
D254500,Q15306
D254500,P09874
D254500,P24385
D254500,P04179
D254500,P62324
D254500,O14836
D254500,P04141
D254500,P30711
D254500,P04439
D254500,P12272
D254500,P49917
D254500,Q8N726
D254500,P10415
D254500,P01563
D254500,P42773
D254500,P09486
D254500,P01116
D254500,P01111
D254500,Q12983
D254500,P13500
D254500,O95931
D254500,Q13489
D254500,P01106
D254770,Q9UPZ9
D254770,P51788
D254770,Q01453
D254770,P14867
D254770,Q8N8I0
D254770,P61764
D254770,P07686
D254770,O14764
D254770,O43525
D254770,Q5JVL4
D254770,O75564
D254770,P01189
D254770,O00305
D254800,Q01453
D254800,Q8N8I0
D254800,P61764
D254800,P07686
D254800,Q14108
D254800,P04080
D254800,Q96MT3
D254800,P01189
D256370,P19544
D256370,P01008
D256370,P06729
D256370,O00592
D256370,P01911
D256370,Q9NP85
D256370,P16333
D256370,P78333
D256370,Q8NFH4
D256370,O43639
D256370,P04179
D256370,P60568
D256370,P02787
D256370,P05121
D256370,P80365
D256370,P01137
D256370,P13726
D256370,Q16661
D256370,P09038
D256370,P02768
D256700,Q9BXM7
D256700,P25800
D256700,P06276
D256700,Q16620
D256700,Q99453
D256700,P01574
D256700,P46937
D256700,P61371
D256700,Q8IYU2
D256700,P09172
D256700,Q16517
D256700,P61296
D256700,P50591
D256700,Q13214
D256700,Q13207
D256700,P03372
D256700,P04198
D256700,Q8N726
D256700,P01112
D256700,Q6ZN17
D256700,P00403
D256700,O96017
D256700,P23771
D256700,P04629
D256700,P01116
D256700,Q06124
D256700,P01111
D256700,Q8WWW0
D256700,Q99728
D256700,O14965
D256700,P07101
D256700,P14210
D256700,P01106
D257200,P17405
D257220,P38571
D258360,P42898
D258360,P08246
D258360,O00220
D258360,P01584
D258360,O43464
D258360,Q8N5M9
D258360,P15976
D258360,P35453
D258360,P31994
D258360,Q92925
D258360,P51580
D258360,P22309
D258360,P20062
D258360,P04141
D258360,P62263
D258360,P01563
D258360,P09919
D259050,P26367
D259050,Q6UXH8
D259050,Q9H8P0
D259050,Q9BX79
D259050,Q8N806
D259050,O95202
D259050,Q9H9P8
D259050,Q8N8R7
D259050,Q9GZV5
D259050,P25490
D259050,P09874
D259050,Q9NRR6
D259050,Q3YEC7
D259050,Q5MNZ6
D259050,O15431
D259050,Q6NZY4
D259050,P31749
D259050,Q12967
D259050,Q5HYK3
D259050,Q9HC78
D259050,P05019
D259050,Q9Y6K1
D259050,Q99967
D259050,P01282
D259050,Q8TF50
D259050,Q9NRI5
D259050,P07101
D259050,P55263
D259050,Q9UM00
D259050,Q9BR61
D259050,Q96EK5
D259050,P52848
D259050,Q96PE3
D259050,Q8IWZ6
D259050,P49841
D259050,Q8NG48
D259050,P42575
D259050,P06865
D259050,Q16695
D259050,Q96KN2
D259050,P49638
D259050,P60484
D259050,Q99622
D259050,Q9BSV6
D259050,P35222
D259050,P15328
D259050,P23109
D259050,P23560
D259050,Q8NCE0
D259050,O75845
D259050,Q9NXH9
D259050,P16389
D259050,Q96NR3
D259050,Q8NA29
D259050,P50553
D259050,Q9UKM7
D259050,P55316
D259050,Q86UB9
D259050,Q9BY49
D259050,P20248
D259050,Q7Z6J9
D259050,P24534
D259050,P05129
D259050,Q96DA2
D259050,P62805
D259050,P49961
D259050,P00441
D259050,P23508
D259050,O00189
D259050,Q7Z6L0
D259050,P01375
D259050,Q6NXR4
D259050,Q15526
D259050,O75398
D259050,Q9HC96
D259050,P18089
D259050,Q9Y5W7
D259050,P11166
D259050,P51649
D259050,P49802
D259050,P10644
D259050,P06881
D259050,P54802
D259050,Q969Q1
D259050,Q86XA0
D259050,P35219
D259050,P01241
D259050,Q969H4
D259050,P51608
D259050,Q96N76
D259050,O00330
D259050,O94905
D259050,Q9BYI3
D259050,O75569
D259050,O15305
D259050,Q06413
D259050,P21802
D259050,Q969P5
D259050,Q6IA86
D259050,Q9BXJ9
D259050,Q13608
D259050,P34130
D259050,Q14353
D259050,Q99986
D259050,Q06787
D259050,Q4G0J3
D259500,P19544
D259500,O75469
D259500,O43264
D259500,P28300
D259500,P09211
D259500,O95259
D259500,Q13501
D259500,P00374
D259500,P15328
D259500,P35226
D259500,P11474
D259500,P04637
D259500,P08684
D259500,P15692
D259500,P31749
D259500,Q13950
D259500,Q96EB6
D259500,Q92804
D259500,Q9Y6Q6
D259500,Q08116
D259500,P05198
D259500,Q16394
D259500,P32119
D259500,O96017
D259500,Q53GA4
D259500,Q14833
D259500,P05412
D259500,Q93063
D259500,Q15910
D259500,P06400
D259500,P08253
D259500,P01106
D259660,Q9NSD9
D260300,P37840
D260300,Q9Y3I1
D260480,Q08209
D260480,P26927
D260480,P21580
D260480,O95997
D260480,P01911
D260480,P35354
D260480,P78347
D260480,P57075
D260480,P00995
D260480,P61278
D260480,O75626
D260480,P34972
D260480,P12318
D260480,Q16665
D260480,Q14765
D260480,P52824
D260480,P01308
D260480,P05164
D260480,O60356
D260480,P06858
D260480,P01909
D260480,Q15025
D260480,P29459
D260480,P14598
D260480,P57739
D260480,Q5VVH5
D260480,O43521
D260480,P07477
D260480,Q8NER1
D260480,P06307
D260480,P21554
D260480,P14210
D260480,P02768
D260570,Q14739
D260570,P01563
D260970,O43526
D260970,P01574
D260970,P00480
D260970,P04818
D260970,Q9NSU2
D260970,Q96N76
D260970,O00584
D260970,P54136
D260970,Q00266
D260970,O60741
D260970,O95630
D260970,P48444
D260970,P01579
D260970,P14867
D260970,P04350
D260970,Q06889
D260970,Q9Y345
D260970,O75880
D260970,P05164
D260970,P48169
D260970,P11166
D260970,O00305
D260970,Q8WXW3
D260970,Q9NX46
D260970,Q15078
D260970,P01137
D260970,P50993
D260970,P05067
D260970,P43005
D260970,O75027
D260970,P19367
D260970,P11509
D260970,O15527
D260970,Q96CW1
D260970,Q96TA2
D260970,P07101
D260970,P48431
D260970,P02768
D261100,Q9BXJ7
D263300,Q9UQQ2
D263300,P40238
D263300,P68871
D263300,P69905
D263300,P01563
